Sheel N/S,Layer,Layer inner no,SiPM no,Inner Sig,HV B no,HV I no,θ,φ,copy no,FEB type,LV M no,LV I no,FEC,FEC ch,HV Unit,HV Unit ch,tag,FEC,HV,chid
S,8,73,1929,1324,114,23,113.499,249.231,2861,N,303,1,23,50,32,84,1,23-50,32-84,5722
S,8,73,1929,1324,114,23,113.499,249.231,2861,N,303,1,23,51,32,84,1,23-51,32-84,5723
S,18,51,750,384,128,11,144.967,285.714,3715,N,140,3,23,52,63,107,1,23-52,63-107,7430
S,18,51,750,384,128,11,144.967,285.714,3715,N,140,3,23,53,63,107,1,23-53,63-107,7431
S,19,44,803,75,128,16,148.128,266.897,3771,N,35,4,23,54,63,97,1,23-54,63-97,7542
S,19,44,803,75,128,16,148.128,266.897,3771,N,35,4,23,55,63,97,1,23-55,63-97,7543
N,12,74,894,592,49,11,53.937,288.791,820,N,131,2,23,56,49,44,1,23-56,49-44,1640
N,12,74,894,592,49,11,53.937,288.791,820,N,131,2,23,57,49,44,1,23-57,49-44,1641
S,19,41,809,167,128,6,148.128,248.276,3768,N,35,1,23,58,63,117,1,23-58,63-117,7536
S,19,41,809,167,128,6,148.128,248.276,3768,N,35,1,23,59,63,117,1,23-59,63-117,7537
S,13,65,1504,555,125,9,129.208,264.828,3341,N,54,1,23,60,57,112,1,23-60,57-112,6682
S,13,65,1504,555,125,9,129.208,264.828,3341,N,54,1,23,61,57,112,1,23-61,57-112,6683
S,5,79,2363,976,114,15,104.091,255.273,2543,N,305,3,23,62,32,100,1,23-62,32-100,5086
S,5,79,2363,976,114,15,104.091,255.273,2543,N,305,3,23,63,32,100,1,23-63,32-100,5087
N,14,25,1824,1563,10,24,47.645,105.366,602,N,169,1,23,64,42,82,1,23-64,42-82,1204
N,14,25,1824,1563,10,24,47.645,105.366,602,N,169,1,23,65,42,82,1,23-65,42-82,1205
N,13,25,1875,640,10,20,50.792,99.3103,684,N,93,1,23,66,42,90,1,23-66,42-90,1368
N,13,25,1875,640,10,20,50.792,99.3103,684,N,93,1,23,67,42,90,1,23-67,42-90,1369
S,24,10,2462,10,99,17,164.018,115.714,3967,N,54,2,23,68,59,95,1,23-68,59-95,7934
S,24,10,2462,10,99,17,164.018,115.714,3967,N,54,2,23,69,59,95,1,23-69,59-95,7935
S,1,36,523,1399,73,6,91.565,110.526,2047,N,152,4,23,70,46,118,1,23-70,46-118,4094
S,1,36,523,1399,73,6,91.565,110.526,2047,N,152,4,23,71,46,118,1,23-71,46-118,4095
S,3,34,4225,1394,73,17,97.825,105.133,2273,N,293,2,23,72,46,96,1,23-72,46-96,4546
S,3,34,4225,1394,73,17,97.825,105.133,2273,N,293,2,23,73,46,96,1,23-73,46-96,4547
N,14,26,1823,1582,10,30,47.645,109.756,603,N,169,2,23,74,42,70,1,23-74,42-70,1206
N,14,26,1823,1582,10,30,47.645,109.756,603,N,169,2,23,75,42,70,1,23-75,42-70,1207
S,14,26,438,632,91,1,132.355,109.756,3389,N,98,2,23,76,50,127,1,23-76,50-127,6778
S,14,26,438,632,91,1,132.355,109.756,3389,N,98,2,23,77,50,127,1,23-77,50-127,6779
N,14,24,3024,518,10,29,47.645,100.976,601,N,118,4,23,78,42,72,1,23-78,42-72,1202
N,14,24,3024,518,10,29,47.645,100.976,601,N,118,4,23,79,42,72,1,23-79,42-72,1203
S,12,26,2823,367,86,5,126.063,98.9011,3211,N,158,2,23,80,41,119,1,23-80,41-119,6422
S,12,26,2823,367,86,5,126.063,98.9011,3211,N,158,2,23,81,41,119,1,23-81,41-119,6423
N,13,26,1118,748,10,1,50.792,103.448,685,N,93,2,23,82,42,128,1,23-82,42-128,1370
N,13,26,1118,748,10,1,50.792,103.448,685,N,93,2,23,83,42,128,1,23-83,42-128,1371
S,5,34,2108,13,80,23,104.091,108,2498,N,517,2,23,84,34,20,1,23-84,34-20,4996
S,5,34,2108,13,80,23,104.091,108,2498,N,517,2,23,85,34,20,1,23-85,34-20,4997
N,6,37,694,111,22,25,72.774,120,1377,N,146,1,23,86,30,80,1,23-86,30-80,2754
N,6,37,694,111,22,25,72.774,120,1377,N,146,1,23,87,30,80,1,23-87,30-80,2755
S,16,22,1121,58,92,27,138.656,103.562,3545,N,16,2,23,88,45,11,1,23-88,45-11,7090
S,16,22,1121,58,92,27,138.656,103.562,3545,N,16,2,23,89,45,11,1,23-89,45-11,7091
S,6,33,4025,1232,80,27,107.226,106.667,2607,N,213,1,23,90,34,12,1,23-90,34-12,5214
S,6,33,4025,1232,80,27,107.226,106.667,2607,N,213,1,23,91,34,12,1,23-91,34-12,5215
N,1,36,470,1506,28,25,88.435,110.526,1933,N,282,4,23,92,43,16,1,23-92,43-16,3866
N,1,36,470,1506,28,25,88.435,110.526,1933,N,282,4,23,93,43,16,1,23-93,43-16,3867
S,11,28,1078,734,86,10,122.92,103.404,3119,N,109,4,23,94,41,109,1,23-94,41-109,6238
S,11,28,1078,734,86,10,122.92,103.404,3119,N,109,4,23,95,41,109,1,23-95,41-109,6239
S,10,31,2819,747,86,23,119.778,110.204,3024,N,96,3,23,96,41,83,1,23-96,41-83,6048
S,10,31,2819,747,86,23,119.778,110.204,3024,N,96,3,23,97,41,83,1,23-97,41-83,6049
S,14,24,435,618,91,2,132.355,100.976,3387,N,113,4,23,98,50,125,1,23-98,50-125,6774
S,14,24,435,618,91,2,132.355,100.976,3387,N,113,4,23,99,50,125,1,23-99,50-125,6775
S,20,16,4430,54,98,12,151.293,103.846,3801,N,64,4,23,100,39,42,1,23-100,39-42,7602
S,20,16,4430,54,98,12,151.293,103.846,3801,N,64,4,23,101,39,42,1,23-101,39-42,7603
S,24,9,540,289,99,6,164.018,102.857,3966,N,54,1,23,102,59,117,1,23-102,59-117,7932
S,24,9,540,289,99,6,164.018,102.857,3966,N,54,1,23,103,59,117,1,23-103,59-117,7933
S,20,15,3368,221,98,9,151.293,96.9231,3800,N,64,3,23,104,39,48,1,23-104,39-48,7600
S,20,15,3368,221,98,9,151.293,96.9231,3800,N,64,3,23,105,39,48,1,23-105,39-48,7601
N,15,23,315,705,9,6,44.496,101.538,522,N,181,3,23,106,30,54,1,23-106,30-54,1044
N,15,23,315,705,9,6,44.496,101.538,522,N,181,3,23,107,30,54,1,23-107,30-54,1045
S,11,30,941,725,86,25,122.92,111.064,3121,N,71,2,23,108,41,79,1,23-108,41-79,6242
S,11,30,941,725,86,25,122.92,111.064,3121,N,71,2,23,109,41,79,1,23-109,41-79,6243
N,13,28,2984,620,10,22,50.792,111.724,687,N,93,4,23,110,42,86,1,23-110,42-86,1374
N,13,28,2984,620,10,22,50.792,111.724,687,N,93,4,23,111,42,86,1,23-111,42-86,1375
N,3,35,3686,1405,28,15,82.175,108.319,1705,N,275,3,23,112,43,36,1,23-112,43-36,3410
N,3,35,3686,1405,28,15,82.175,108.319,1705,N,275,3,23,113,43,36,1,23-113,43-36,3411
N,4,33,143,1102,28,21,79.043,102.857,1591,N,363,1,23,114,43,24,1,23-114,43-24,3182
N,4,33,143,1102,28,21,79.043,102.857,1591,N,363,1,23,115,43,24,1,23-115,43-24,3183
N,3,34,3687,1415,28,1,82.175,105.133,1704,N,275,2,23,116,43,64,1,23-116,43-64,3408
N,3,34,3687,1415,28,1,82.175,105.133,1704,N,275,2,23,117,43,64,1,23-117,43-64,3409
S,7,32,5334,2080,80,30,110.362,105.283,2714,N,110,4,23,120,34,6,1,23-120,34-6,5428
S,7,32,5334,2080,80,30,110.362,105.283,2714,N,110,4,23,121,34,6,1,23-121,34-6,5429
N,7,37,3536,1044,22,23,69.638,122.264,1271,N,146,1,23,122,30,84,1,23-122,30-84,2542
N,7,37,3536,1044,22,23,69.638,122.264,1271,N,146,1,23,123,30,84,1,23-123,30-84,2543
N,1,35,465,1128,28,7,88.435,107.368,1932,N,282,3,23,124,43,52,1,23-124,43-52,3864
N,1,35,465,1128,28,7,88.435,107.368,1932,N,282,3,23,125,43,52,1,23-125,43-52,3865
N,7,34,3538,1037,21,26,69.638,112.075,1268,N,194,2,23,126,42,14,1,23-126,42-14,2536
N,7,34,3538,1037,21,26,69.638,112.075,1268,N,194,2,23,127,42,14,1,23-127,42-14,2537
S,6,89,2703,352,113,32,107.226,293.333,2663,N,356,1,24,0,62,65,1,24-0,62-65,5326
S,6,89,2703,352,113,32,107.226,293.333,2663,N,356,1,24,1,62,65,1,24-1,62-65,5327
S,5,88,3030,990,113,5,104.091,284.727,2552,N,450,4,24,2,62,119,1,24-2,62-119,5104
S,5,88,3030,990,113,5,104.091,284.727,2552,N,450,4,24,3,62,119,1,24-3,62-119,5105
N,5,88,1671,927,55,22,75.909,284.727,1536,N,246,4,24,4,55,85,1,24-4,55-85,3072
N,5,88,1671,927,55,22,75.909,284.727,1536,N,246,4,24,5,55,85,1,24-5,55-85,3073
N,5,89,758,935,55,21,75.909,288,1537,N,101,1,24,6,55,87,1,24-6,55-87,3074
N,5,89,758,935,55,21,75.909,288,1537,N,101,1,24,7,55,87,1,24-7,55-87,3075
N,6,87,2270,894,55,15,72.774,286.667,1427,N,97,3,24,8,55,99,1,24-8,55-99,2854
N,6,87,2270,894,55,15,72.774,286.667,1427,N,97,3,24,9,55,99,1,24-9,55-99,2855
S,7,83,2457,363,113,23,110.362,278.491,2765,N,265,3,24,10,62,83,1,24-10,62-83,5530
S,7,83,2457,363,113,23,110.362,278.491,2765,N,265,3,24,11,62,83,1,24-11,62-83,5531
S,5,89,3028,1277,113,1,104.091,288,2553,N,20,1,24,12,62,127,1,24-12,62-127,5106
S,5,89,3028,1277,113,1,104.091,288,2553,N,20,1,24,13,62,127,1,24-13,62-127,5107
S,7,82,2456,1259,113,4,110.362,275.094,2764,N,265,2,24,14,62,121,1,24-14,62-121,5528
S,7,82,2456,1259,113,4,110.362,275.094,2764,N,265,2,24,15,62,121,1,24-15,62-121,5529
N,4,79,2520,1156,61,12,79.043,250.714,1637,N,407,3,24,16,32,105,1,24-16,32-105,3274
N,4,79,2520,1156,61,12,79.043,250.714,1637,N,407,3,24,17,32,105,1,24-17,32-105,3275
S,6,88,2704,1299,113,21,107.226,290,2662,N,440,4,24,18,62,87,1,24-18,62-87,5324
S,6,88,2704,1299,113,21,107.226,290,2662,N,440,4,24,19,62,87,1,24-19,62-87,5325
N,20,41,3812,227,37,21,28.707,276.923,226,N,85,1,24,20,52,88,1,24-20,52-88,452
N,20,41,3812,227,37,21,28.707,276.923,226,N,85,1,24,21,52,88,1,24-21,52-88,453
N,15,62,2831,672,43,12,44.496,281.538,561,N,66,2,24,22,52,41,1,24-22,52-41,1122
N,15,62,2831,672,43,12,44.496,281.538,561,N,66,2,24,23,52,41,1,24-23,52-41,1123
N,13,69,4010,279,44,8,50.792,281.379,728,N,55,1,24,24,48,114,1,24-24,48-114,1456
N,13,69,4010,279,44,8,50.792,281.379,728,N,55,1,24,25,48,114,1,24-25,48-114,1457
N,11,77,2310,758,49,3,57.08,291.064,914,N,244,1,24,26,49,60,1,24-26,49-60,1828
N,11,77,2310,758,49,3,57.08,291.064,914,N,244,1,24,27,49,60,1,24-27,49-60,1829
S,11,74,547,344,119,9,122.92,279.574,3165,N,48,2,24,28,61,47,1,24-28,61-47,6330
S,11,74,547,344,119,9,122.92,279.574,3165,N,48,2,24,29,61,47,1,24-29,61-47,6331
N,11,76,2881,844,49,10,57.08,287.234,913,N,198,4,24,30,49,46,1,24-30,49-46,1826
N,11,76,2881,844,49,10,57.08,287.234,913,N,198,4,24,31,49,46,1,24-31,49-46,1827
N,13,70,4003,444,44,6,50.792,285.517,729,N,55,2,24,32,48,118,1,24-32,48-118,1458
N,13,70,4003,444,44,6,50.792,285.517,729,N,55,2,24,33,48,118,1,24-33,48-118,1459
N,25,18,3102,1095,35,11,12.771,278.182,33,N,496,1,24,34,51,107,1,24-34,51-107,66
N,25,18,3102,1095,35,11,12.771,278.182,33,N,496,1,24,35,51,107,1,24-35,51-107,67
N,6,88,2269,1771,55,16,72.774,290,1428,N,97,4,24,36,55,97,1,24-36,55-97,2856
N,6,88,2269,1771,55,16,72.774,290,1428,N,97,4,24,37,55,97,1,24-37,55-97,2857
N,16,58,1961,402,43,4,41.344,281.096,484,N,78,2,24,38,52,57,1,24-38,52-57,968
N,16,58,1961,402,43,4,41.344,281.096,484,N,78,2,24,39,52,57,1,24-39,52-57,969
N,15,63,2832,662,44,1,44.496,286.154,562,N,66,3,24,40,48,128,1,24-40,48-128,1124
N,15,63,2832,662,44,1,44.496,286.154,562,N,66,3,24,41,48,128,1,24-41,48-128,1125
N,16,59,2621,660,44,12,41.344,286.027,485,N,78,3,24,42,48,106,1,24-42,48-106,970
N,16,59,2621,660,44,12,41.344,286.027,485,N,78,3,24,43,48,106,1,24-43,48-106,971
N,13,68,4004,426,43,5,50.792,277.241,727,N,71,4,24,44,52,55,1,24-44,52-55,1454
N,13,68,4004,426,43,5,50.792,277.241,727,N,71,4,24,45,52,55,1,24-45,52-55,1455
S,13,70,1510,152,124,26,129.208,285.517,3346,N,30,2,24,46,49,13,1,24-46,49-13,6692
S,13,70,1510,152,124,26,129.208,285.517,3346,N,30,2,24,47,49,13,1,24-47,49-13,6693
N,8,85,3250,109,55,11,66.501,290.769,1215,N,246,1,24,48,55,107,1,24-48,55-107,2430
N,8,85,3250,109,55,11,66.501,290.769,1215,N,246,1,24,49,55,107,1,24-49,55-107,2431
S,7,86,2458,382,113,6,110.362,288.679,2768,N,41,2,24,50,62,117,1,24-50,62-117,5536
S,7,86,2458,382,113,6,110.362,288.679,2768,N,41,2,24,51,62,117,1,24-51,62-117,5537
S,8,83,2601,1346,113,30,113.499,283.846,2871,N,43,3,24,52,62,69,1,24-52,62-69,5742
S,8,83,2601,1346,113,30,113.499,283.846,2871,N,43,3,24,53,62,69,1,24-53,62-69,5743
S,6,84,2657,1345,113,10,107.226,276.667,2658,N,263,4,24,54,62,109,1,24-54,62-109,5316
S,6,84,2657,1345,113,10,107.226,276.667,2658,N,263,4,24,55,62,109,1,24-55,62-109,5317
S,2,92,260,1981,201,17,94.694,287.368,2217,H,484,4,24,56,54,96,1,24-56,54-96,4434
S,2,92,260,1981,201,17,94.694,287.368,2217,H,484,4,24,57,54,96,1,24-57,54-96,4435
N,8,84,3249,135,55,3,66.501,287.308,1214,N,120,4,24,58,55,123,1,24-58,55-123,2428
N,8,84,3249,135,55,3,66.501,287.308,1214,N,120,4,24,59,55,123,1,24-59,55-123,2429
S,1,92,2959,1680,106,12,91.565,287.368,2103,N,31,4,24,60,47,41,1,24-60,47-41,4206
S,1,92,2959,1680,106,12,91.565,287.368,2103,N,31,4,24,61,47,41,1,24-61,47-41,4207
N,7,85,956,532,55,20,69.638,285.283,1319,N,214,1,24,62,55,89,1,24-62,55-89,2638
N,7,85,956,532,55,20,69.638,285.283,1319,N,214,1,24,63,55,89,1,24-63,55-89,2639
N,22,13,3200,308,3,18,22.361,108,112,N,77,1,24,64,45,94,1,24-64,45-94,224
N,22,13,3200,308,3,18,22.361,108,112,N,77,1,24,65,45,94,1,24-65,45-94,225
N,24,9,1148,531,2,11,15.982,102.857,46,N,19,1,24,66,49,108,1,24-66,49-108,92
N,24,9,1148,531,2,11,15.982,102.857,46,N,19,1,24,67,49,108,1,24-67,49-108,93
N,24,10,3807,1583,2,17,15.982,115.714,47,N,19,2,24,68,49,96,1,24-68,49-96,94
N,24,10,3807,1583,2,17,15.982,115.714,47,N,19,2,24,69,49,96,1,24-69,49-96,95
N,22,12,3199,1553,3,31,22.361,99,111,N,369,4,24,70,45,68,1,24-70,45-68,222
N,22,12,3199,1553,3,31,22.361,99,111,N,369,4,24,71,45,68,1,24-71,45-68,223
N,14,22,1826,1591,9,11,47.645,92.1951,599,N,118,2,24,72,30,44,1,24-72,30-44,1198
N,14,22,1826,1591,9,11,47.645,92.1951,599,N,118,2,24,73,30,44,1,24-73,30-44,1199
N,18,18,4714,1552,6,3,35.033,97.1429,313,N,495,2,24,74,36,124,1,24-74,36-124,626
N,18,18,4714,1552,6,3,35.033,97.1429,313,N,495,2,24,75,36,124,1,24-75,36-124,627
N,15,22,4611,908,9,15,44.496,96.9231,521,N,181,2,24,76,30,36,1,24-76,30-36,1042
N,15,22,4611,908,9,15,44.496,96.9231,521,N,181,2,24,77,30,36,1,24-77,30-36,1043
S,7,44,3485,1876,79,5,110.362,146.038,2726,N,65,4,24,80,42,119,1,24-80,42-119,5452
S,7,44,3485,1876,79,5,110.362,146.038,2726,N,65,4,24,81,42,119,1,24-81,42-119,5453
S,8,40,5214,1229,79,6,113.499,135,2828,N,123,4,24,82,42,117,1,24-82,42-117,5656
S,8,40,5214,1229,79,6,113.499,135,2828,N,123,4,24,83,42,117,1,24-83,42-117,5657
S,7,41,3482,1225,79,23,110.362,135.849,2723,N,65,1,24,84,42,83,1,24-84,42-83,5446
S,7,41,3482,1225,79,23,110.362,135.849,2723,N,65,1,24,85,42,83,1,24-85,42-83,5447
S,9,37,5363,410,85,28,116.638,128.317,2929,N,414,1,24,86,39,73,1,24-86,39-73,5858
S,9,37,5363,410,85,28,116.638,128.317,2929,N,414,1,24,87,39,73,1,24-87,39-73,5859
N,17,23,4266,877,6,31,38.19,116.471,381,N,32,3,24,88,36,68,1,24-88,36-68,762
N,17,23,4266,877,6,31,38.19,116.471,381,N,32,3,24,89,36,68,1,24-89,36-68,763
S,4,44,5188,1395,72,7,100.957,138.214,2396,N,465,4,24,90,33,115,1,24-90,33-115,4792
S,4,44,5188,1395,72,7,100.957,138.214,2396,N,465,4,24,91,33,115,1,24-91,33-115,4793
S,3,40,4228,1059,72,26,97.825,124.248,2279,N,240,4,24,92,33,77,1,24-92,33-77,4558
S,3,40,4228,1059,72,26,97.825,124.248,2279,N,240,4,24,93,33,77,1,24-93,33-77,4559
N,4,40,142,1524,29,26,79.043,125.357,1598,N,479,4,24,94,36,14,1,24-94,36-14,3196
N,4,40,142,1524,29,26,79.043,125.357,1598,N,479,4,24,95,36,14,1,24-95,36-14,3197
S,22,9,3647,214,98,21,157.639,72,3892,N,38,1,24,96,39,24,1,24-96,39-24,7784
S,22,9,3647,214,98,21,157.639,72,3892,N,38,1,24,97,39,24,1,24-97,39-24,7785
S,22,10,3642,250,98,25,157.639,81,3893,N,38,2,24,98,39,16,1,24-98,39-16,7786
S,22,10,3642,250,98,25,157.639,81,3893,N,38,2,24,99,39,16,1,24-99,39-16,7787
S,17,21,4731,676,95,14,141.81,105.882,3617,N,166,1,24,100,46,37,1,24-100,46-37,7234
S,17,21,4731,676,95,14,141.81,105.882,3617,N,166,1,24,101,46,37,1,24-101,46-37,7235
S,19,16,4200,58,95,21,148.128,93.1034,3743,N,86,4,24,102,46,23,1,24-102,46-23,7486
S,19,16,4200,58,95,21,148.128,93.1034,3743,N,86,4,24,103,46,23,1,24-103,46-23,7487
S,23,9,2317,264,99,9,160.823,84.7059,3932,N,2192,1,24,104,59,111,1,24-104,59-111,7864
S,23,9,2317,264,99,9,160.823,84.7059,3932,N,2192,1,24,105,59,111,1,24-105,59-111,7865
S,18,17,2114,656,95,4,144.967,91.4286,3681,N,136,1,24,106,46,57,1,24-106,46-57,7362
S,18,17,2114,656,95,4,144.967,91.4286,3681,N,136,1,24,107,46,57,1,24-107,46-57,7363
S,22,12,3654,246,98,19,157.639,99,3895,N,38,4,24,108,39,28,1,24-108,39-28,7790
S,22,12,3654,246,98,19,157.639,99,3895,N,38,4,24,109,39,28,1,24-109,39-28,7791
S,17,18,3584,706,95,15,141.81,90,3614,N,11,2,24,110,46,35,1,24-110,46-35,7228
S,17,18,3584,706,95,15,141.81,90,3614,N,11,2,24,111,46,35,1,24-111,46-35,7229
S,14,17,1477,49,92,10,132.355,70.2439,3380,N,80,1,24,112,45,45,1,24-112,45-45,6760
S,14,17,1477,49,92,10,132.355,70.2439,3380,N,80,1,24,113,45,45,1,24-113,45-45,6761
S,13,18,1177,15,92,3,129.208,70.3448,3294,N,15,2,24,114,45,59,1,24-114,45-59,6588
S,13,18,1177,15,92,3,129.208,70.3448,3294,N,15,2,24,115,45,59,1,24-115,45-59,6589
S,13,20,1179,606,92,17,129.208,78.6207,3296,N,15,4,24,116,45,31,1,24-116,45-31,6592
S,13,20,1179,606,92,17,129.208,78.6207,3296,N,15,4,24,117,45,31,1,24-117,45-31,6593
S,8,26,5292,297,81,15,113.499,86.5385,2814,N,127,2,24,118,40,35,1,24-118,40-35,5628
S,8,26,5292,297,81,15,113.499,86.5385,2814,N,127,2,24,119,40,35,1,24-119,40-35,5629
S,7,26,5373,1239,81,2,110.362,84.9057,2708,N,133,2,24,120,40,61,1,24-120,40-61,5416
S,7,26,5373,1239,81,2,110.362,84.9057,2708,N,133,2,24,121,40,61,1,24-121,40-61,5417
S,14,19,1484,619,92,23,132.355,79.0244,3382,N,80,3,24,122,45,19,1,24-122,45-19,6764
S,14,19,1484,619,92,23,132.355,79.0244,3382,N,80,3,24,123,45,19,1,24-123,45-19,6765
S,15,18,181,116,92,5,135.504,78.4615,3463,N,58,2,24,124,45,55,1,24-124,45-55,6926
S,15,18,181,116,92,5,135.504,78.4615,3463,N,58,2,24,125,45,55,1,24-125,45-55,6927
S,15,17,185,43,92,25,135.504,73.8462,3462,N,58,1,24,126,45,15,1,24-126,45-15,6924
S,15,17,185,43,92,25,135.504,73.8462,3462,N,58,1,24,127,45,15,1,24-127,45-15,6925
S,19,48,804,162,128,13,148.128,291.724,3775,N,31,4,25,0,63,103,1,25-0,63-103,7550
S,19,48,804,162,128,13,148.128,291.724,3775,N,31,4,25,1,63,103,1,25-1,63-103,7551
S,18,50,1579,383,128,17,144.967,280,3714,N,140,2,25,2,63,95,1,25-2,63-95,7428
S,18,50,1579,383,128,17,144.967,280,3714,N,140,2,25,3,63,95,1,25-3,63-95,7429
S,13,71,1509,486,124,30,129.208,289.655,3347,N,30,3,25,4,49,5,1,25-4,49-5,6694
S,13,71,1509,486,124,30,129.208,289.655,3347,N,30,3,25,5,49,5,1,25-5,49-5,6695
S,17,54,3243,448,128,20,141.81,280.588,3650,N,20,2,25,6,63,89,1,25-6,63-89,7300
S,17,54,3243,448,128,20,141.81,280.588,3650,N,20,2,25,7,63,89,1,25-7,63-89,7301
S,4,90,2736,1032,106,22,100.957,286.071,2442,H,63,2,25,8,47,21,1,25-8,47-21,4884
S,4,90,2736,1032,106,22,100.957,286.071,2442,H,63,2,25,9,47,21,1,25-9,47-21,4885
S,10,76,2355,144,119,10,119.778,275.51,3069,N,141,4,25,10,61,45,1,25-10,61-45,6138
S,10,76,2355,144,119,10,119.778,275.51,3069,N,141,4,25,11,61,45,1,25-11,61-45,6139
N,12,73,892,1030,49,14,53.937,284.835,819,N,131,1,25,12,49,38,1,25-12,49-38,1638
N,12,73,892,1030,49,14,53.937,284.835,819,N,131,1,25,13,49,38,1,25-13,49-38,1639
S,14,65,1047,598,124,2,132.355,280.976,3428,N,173,1,25,14,49,61,1,25-14,49-61,6856
S,14,65,1047,598,124,2,132.355,280.976,3428,N,173,1,25,15,49,61,1,25-15,49-61,6857
N,5,78,1218,837,54,4,75.909,252,1526,N,134,2,25,16,48,121,1,25-16,48-121,3052
N,5,78,1218,837,54,4,75.909,252,1526,N,134,2,25,17,48,121,1,25-17,48-121,3053
S,3,91,5337,1679,106,6,97.825,286.726,2330,H,211,3,25,18,47,53,1,25-18,47-53,4660
S,3,91,5337,1679,106,6,97.825,286.726,2330,H,211,3,25,19,47,53,1,25-19,47-53,4661
S,12,72,1625,340,119,21,126.063,280.879,3257,N,187,4,25,20,61,23,1,25-20,61-23,6514
S,12,72,1625,340,119,21,126.063,280.879,3257,N,187,4,25,21,61,23,1,25-21,61-23,6515
S,5,85,3008,1349,113,29,104.091,274.909,2549,N,450,1,25,22,62,71,1,25-22,62-71,5098
S,5,85,3008,1349,113,29,104.091,274.909,2549,N,450,1,25,23,62,71,1,25-23,62-71,5099
N,24,21,2686,2065,36,28,15.982,257.143,58,N,173,1,25,24,63,9,1,25-24,63-9,116
N,24,21,2686,2065,36,28,15.982,257.143,58,N,173,1,25,25,63,9,1,25-25,63-9,117
S,6,86,2705,991,113,3,107.226,283.333,2660,N,440,2,25,26,62,123,1,25-26,62-123,5320
S,6,86,2705,991,113,3,107.226,283.333,2660,N,440,2,25,27,62,123,1,25-27,62-123,5321
S,8,84,2604,1268,113,24,113.499,287.308,2872,N,43,4,25,28,62,81,1,25-28,62-81,5744
S,8,84,2604,1268,113,24,113.499,287.308,2872,N,43,4,25,29,62,81,1,25-29,62-81,5745
S,5,86,3005,1338,113,14,104.091,278.182,2550,N,450,2,25,30,62,101,1,25-30,62-101,5100
S,5,86,3005,1338,113,14,104.091,278.182,2550,N,450,2,25,31,62,101,1,25-31,62-101,5101
N,8,83,3248,515,55,29,66.501,283.846,1213,N,120,3,25,32,55,71,1,25-32,55-71,2426
N,8,83,3248,515,55,29,66.501,283.846,1213,N,120,3,25,33,55,71,1,25-33,55-71,2427
S,16,59,3388,429,124,4,138.656,286.027,3582,N,29,3,25,34,49,57,1,25-34,49-57,7164
S,16,59,3388,429,124,4,138.656,286.027,3582,N,29,3,25,35,49,57,1,25-35,49-57,7165
N,6,86,678,1766,55,31,72.774,283.333,1426,N,97,2,25,36,55,67,1,25-36,55-67,2852
N,6,86,678,1766,55,31,72.774,283.333,1426,N,97,2,25,37,55,67,1,25-37,55-67,2853
N,6,89,2267,831,55,26,72.774,293.333,1429,N,104,1,25,38,55,77,1,25-38,55-77,2858
N,6,89,2267,831,55,26,72.774,293.333,1429,N,104,1,25,39,55,77,1,25-39,55-77,2859
S,8,81,2603,380,113,27,113.499,276.923,2869,N,43,1,25,40,62,75,1,25-40,62-75,5738
S,8,81,2603,380,113,27,113.499,276.923,2869,N,43,1,25,41,62,75,1,25-41,62-75,5739
S,5,90,3010,1340,113,18,104.091,291.273,2554,N,20,2,25,42,62,93,1,25-42,62-93,5108
S,5,90,3010,1340,113,18,104.091,291.273,2554,N,20,2,25,43,62,93,1,25-43,62-93,5109
S,19,45,808,82,128,23,148.128,273.103,3772,N,31,1,25,44,63,83,1,25-44,63-83,7544
S,19,45,808,82,128,23,148.128,273.103,3772,N,31,1,25,45,63,83,1,25-45,63-83,7545
N,5,90,760,840,55,27,75.909,291.273,1538,N,101,2,25,46,55,75,1,25-46,55-75,3076
N,5,90,760,840,55,27,75.909,291.273,1538,N,101,2,25,47,55,75,1,25-47,55-75,3077
N,2,91,3160,1195,62,8,85.306,284.211,1874,N,279,3,25,48,54,50,1,25-48,54-50,3748
N,2,91,3160,1195,62,8,85.306,284.211,1874,N,279,3,25,49,54,50,1,25-49,54-50,3749
S,2,93,1515,1965,106,32,94.694,290.526,2218,H,208,1,25,50,47,1,1,25-50,47-1,4436
S,2,93,1515,1965,106,32,94.694,290.526,2218,H,208,1,25,51,47,1,1,25-51,47-1,4437
S,10,78,2353,143,119,20,119.778,282.857,3071,N,38,2,25,52,61,25,1,25-52,61-25,6142
S,10,78,2353,143,119,20,119.778,282.857,3071,N,38,2,25,53,61,25,1,25-53,61-25,6143
N,2,93,3158,1168,62,22,85.306,290.526,1876,N,408,1,25,54,54,22,1,25-54,54-22,3752
N,2,93,3158,1168,62,22,85.306,290.526,1876,N,408,1,25,55,54,22,1,25-55,54-22,3753
S,10,80,2351,545,119,29,119.778,290.204,3073,N,38,4,25,56,61,7,1,25-56,61-7,6146
S,10,80,2351,545,119,29,119.778,290.204,3073,N,38,4,25,57,61,7,1,25-57,61-7,6147
S,10,79,2352,277,119,11,119.778,286.531,3072,N,38,3,25,58,61,43,1,25-58,61-43,6144
S,10,79,2352,277,119,11,119.778,286.531,3072,N,38,3,25,59,61,43,1,25-59,61-43,6145
S,10,77,2354,231,119,16,119.778,279.184,3070,N,38,1,25,60,61,33,1,25-60,61-33,6140
